,movieId,title,genres
73,75,Big Bully (1996),Comedy|Drama
74,76,Screamers (1995),Action|Sci-Fi|Thriller
75,77,Nico Icon (1995),Documentary
76,78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller
77,79,"Juror, The (1996)",Drama|Thriller
78,80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama
79,81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance
80,82,Antonia's Line (Antonia) (1995),Comedy|Drama
81,83,Once Upon a Time... When We Were Colored (1995),Drama|Romance
82,84,Last Summer in the Hamptons (1995),Comedy|Drama
83,85,Angels and Insects (1995),Drama|Romance
84,86,White Squall (1996),Action|Adventure|Drama
85,87,Dunston Checks In (1996),Children|Comedy
86,88,Black Sheep (1996),Comedy
87,89,Nick of Time (1995),Action|Thriller
88,90,"Journey of August King, The (1995)",Drama
89,92,Mary Reilly (1996),Drama|Horror|Thriller
90,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance
91,94,Beautiful Girls (1996),Comedy|Drama|Romance
92,95,Broken Arrow (1996),Action|Adventure|Thriller
93,96,In the Bleak Midwinter (1995),Comedy|Drama
94,97,"Hate (Haine, La) (1995)",Crime|Drama
95,98,Shopping (1994),Action|Thriller
96,99,Heidi Fleiss: Hollywood Madam (1995),Documentary
97,100,City Hall (1996),Drama|Thriller
98,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
99,102,Mr. Wrong (1996),Comedy
100,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller
101,104,Happy Gilmore (1996),Comedy
102,105,"Bridges of Madison County, The (1995)",Drama|Romance
103,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama
104,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical
105,108,Catwalk (1996),Documentary
106,110,Braveheart (1995),Action|Drama|War
107,111,Taxi Driver (1976),Crime|Drama|Thriller
108,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime
109,113,Before and After (1996),Drama|Mystery
110,114,Margaret's Museum (1995),Drama
111,116,Anne Frank Remembered (1995),Documentary
112,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama
113,118,If Lucy Fell (1996),Comedy|Romance
114,119,"Steal Big, Steal Little (1995)",Comedy
115,120,Race the Sun (1996),Adventure|Comedy|Drama
116,121,"Boys of St. Vincent, The (1992)",Drama
117,122,Boomerang (1992),Comedy|Romance
118,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
119,125,Flirting With Disaster (1996),Comedy
120,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy
121,128,Jupiter's Wife (1994),Documentary
122,129,Pie in the Sky (1996),Comedy|Romance
123,131,Frankie Starlight (1995),Drama|Romance
124,132,Jade (1995),Thriller
125,135,Down Periscope (1996),Comedy
126,136,From the Journals of Jean Seberg (1995),Documentary
127,137,Man of the Year (1995),Documentary
128,138,"Neon Bible, The (1995)",Drama
129,140,Up Close and Personal (1996),Drama|Romance
130,141,"Birdcage, The (1996)",Comedy
131,144,"Brothers McMullen, The (1995)",Comedy
132,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
133,146,"Amazing Panda Adventure, The (1995)",Adventure|Children
134,147,"Basketball Diaries, The (1995)",Drama
135,148,"Awfully Big Adventure, An (1995)",Drama
136,149,Amateur (1994),Crime|Drama|Thriller
137,150,Apollo 13 (1995),Adventure|Drama|IMAX
138,151,Rob Roy (1995),Action|Drama|Romance|War
139,152,"Addiction, The (1995)",Drama|Horror
140,153,Batman Forever (1995),Action|Adventure|Comedy|Crime
141,154,Beauty of the Day (Belle de jour) (1967),Drama
142,155,Beyond Rangoon (1995),Adventure|Drama|War
143,156,Blue in the Face (1995),Comedy|Drama
144,157,Canadian Bacon (1995),Comedy|War
145,158,Casper (1995),Adventure|Children
146,159,Clockers (1995),Crime|Drama|Mystery
147,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi
148,161,Crimson Tide (1995),Drama|Thriller|War
149,162,Crumb (1994),Documentary
150,163,Desperado (1995),Action|Romance|Western
151,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
152,165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
153,166,"Doom Generation, The (1995)",Comedy|Crime|Drama
154,167,Feast of July (1995),Drama
155,168,First Knight (1995),Action|Drama|Romance
156,169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama
157,170,Hackers (1995),Action|Adventure|Crime|Thriller
158,171,Jeffrey (1995),Comedy|Drama
159,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
160,173,Judge Dredd (1995),Action|Crime|Sci-Fi
161,174,Jury Duty (1995),Comedy
162,175,Kids (1995),Drama
163,176,Living in Oblivion (1995),Comedy
164,177,Lord of Illusions (1995),Horror
165,178,Love & Human Remains (1993),Comedy|Drama
166,179,Mad Love (1995),Drama|Romance
167,180,Mallrats (1995),Comedy|Romance
168,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
169,182,Moonlight and Valentino (1995),Drama|Romance
170,183,Mute Witness (1994),Comedy|Horror|Thriller
171,184,Nadja (1994),Drama
172,185,"Net, The (1995)",Action|Crime|Thriller
173,186,Nine Months (1995),Comedy|Romance
174,187,Party Girl (1995),Comedy
175,188,"Prophecy, The (1995)",Fantasy|Horror|Mystery
176,189,Reckless (1995),Comedy|Fantasy
177,190,Safe (1995),Thriller
178,191,"Scarlet Letter, The (1995)",Drama|Romance
179,192,"Show, The (1995)",Documentary
180,193,Showgirls (1995),Drama
181,194,Smoke (1995),Comedy|Drama
182,195,Something to Talk About (1995),Comedy|Drama|Romance
183,196,Species (1995),Horror|Sci-Fi
184,197,"Stars Fell on Henrietta, The (1995)",Drama
185,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
186,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
187,200,"Tie That Binds, The (1995)",Thriller
188,201,Three Wishes (1995),Drama|Fantasy
189,202,Total Eclipse (1995),Drama|Romance
190,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
191,204,Under Siege 2: Dark Territory (1995),Action
192,205,Unstrung Heroes (1995),Comedy|Drama
193,206,Unzipped (1995),Documentary
194,207,"Walk in the Clouds, A (1995)",Drama|Romance
195,208,Waterworld (1995),Action|Adventure|Sci-Fi
196,209,White Man's Burden (1995),Drama
197,210,Wild Bill (1995),Western
198,211,"Browning Version, The (1994)",Drama
199,212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery
200,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
201,214,Before the Rain (Pred dozhdot) (1994),Drama|War
202,215,Before Sunrise (1995),Drama|Romance
203,216,Billy Madison (1995),Comedy
204,217,"Babysitter, The (1995)",Drama|Thriller
205,218,Boys on the Side (1995),Comedy|Drama
206,219,"Cure, The (1995)",Drama
207,220,Castle Freak (1995),Horror
208,222,Circle of Friends (1995),Drama|Romance
209,223,Clerks (1994),Comedy
210,224,Don Juan DeMarco (1995),Comedy|Drama|Romance
211,225,Disclosure (1994),Drama|Thriller
212,227,Drop Zone (1994),Action|Thriller
213,228,Destiny Turns on the Radio (1995),Comedy
214,229,Death and the Maiden (1994),Drama|Thriller
215,230,Dolores Claiborne (1995),Drama|Thriller
216,231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
217,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
218,233,Exotica (1994),Drama
219,234,Exit to Eden (1994),Comedy
220,235,Ed Wood (1994),Comedy|Drama
221,236,French Kiss (1995),Action|Comedy|Romance
222,237,Forget Paris (1995),Comedy|Romance
223,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
224,239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
225,240,Hideaway (1995),Thriller
226,241,Fluke (1995),Children|Drama
227,242,Farinelli: il castrato (1994),Drama|Musical
228,243,Gordy (1995),Children|Comedy|Fantasy
229,244,Gumby: The Movie (1995),Animation|Children
230,245,"Glass Shield, The (1994)",Crime|Drama
231,246,Hoop Dreams (1994),Documentary
232,247,Heavenly Creatures (1994),Crime|Drama
233,248,Houseguest (1994),Comedy
234,249,Immortal Beloved (1994),Drama|Romance
235,250,Heavyweights (Heavy Weights) (1995),Children|Comedy
236,251,"Hunted, The (1995)",Action
237,252,I.Q. (1994),Comedy|Romance
238,253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
239,254,Jefferson in Paris (1995),Drama
240,255,"Jerky Boys, The (1995)",Comedy
241,256,Junior (1994),Comedy|Sci-Fi
242,257,Just Cause (1995),Mystery|Thriller
243,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
244,259,Kiss of Death (1995),Crime|Drama|Thriller
245,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
246,261,Little Women (1994),Drama
247,262,"Little Princess, A (1995)",Children|Drama
248,263,Ladybird Ladybird (1994),Drama
249,264,"Enfer, L' (1994)",Drama
250,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
251,266,Legends of the Fall (1994),Drama|Romance|War|Western
252,267,Major Payne (1995),Comedy
253,268,Little Odessa (1994),Crime|Drama
254,269,My Crazy Life (Mi vida loca) (1993),Drama
255,270,Love Affair (1994),Drama|Romance
256,271,Losing Isaiah (1995),Drama
257,272,"Madness of King George, The (1994)",Comedy|Drama
258,273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
259,274,Man of the House (1995),Comedy
260,275,Mixed Nuts (1994),Comedy
261,276,Milk Money (1994),Comedy|Romance
262,277,Miracle on 34th Street (1994),Drama
263,278,Miami Rhapsody (1995),Comedy
264,279,My Family (1995),Drama
265,280,Murder in the First (1995),Drama|Thriller
266,281,Nobody's Fool (1994),Comedy|Drama|Romance
267,282,Nell (1994),Drama
268,283,New Jersey Drive (1995),Crime|Drama
269,285,Beyond Bedlam (1993),Drama|Horror
270,286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller
271,287,Nina Takes a Lover (1994),Comedy|Romance
272,288,Natural Born Killers (1994),Action|Crime|Thriller
273,289,Only You (1994),Comedy|Romance
274,290,Once Were Warriors (1994),Crime|Drama
275,291,Poison Ivy II (1996),Drama|Thriller
276,292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
277,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
278,294,"Perez Family, The (1995)",Comedy|Romance
279,295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
280,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
281,297,Panther (1995),Drama
282,298,Pushing Hands (Tui shou) (1992),Drama
283,299,Priest (1994),Drama
284,300,Quiz Show (1994),Drama
285,301,Picture Bride (Bijo photo) (1994),Drama|Romance
286,302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
287,303,"Quick and the Dead, The (1995)",Action|Thriller|Western
288,304,Roommates (1995),Comedy|Drama
289,305,Ready to Wear (Pret-A-Porter) (1994),Comedy
290,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
291,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
292,308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
293,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama
294,310,Rent-a-Kid (1995),Comedy
295,311,Relative Fear (1994),Horror|Thriller
296,312,Stuart Saves His Family (1995),Comedy
297,313,"Swan Princess, The (1994)",Animation|Children
298,314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
299,315,"Specialist, The (1994)",Action|Drama|Thriller
300,316,Stargate (1994),Action|Adventure|Sci-Fi
301,317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
302,318,"Shawshank Redemption, The (1994)",Crime|Drama
303,319,Shallow Grave (1994),Comedy|Drama|Thriller
304,320,Suture (1993),Film-Noir|Thriller
305,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
306,322,Swimming with Sharks (1995),Comedy|Drama
307,324,"Sum of Us, The (1994)",Comedy|Drama
308,325,National Lampoon's Senior Trip (1995),Comedy
309,326,To Live (Huozhe) (1994),Drama
310,327,Tank Girl (1995),Action|Comedy|Sci-Fi
311,328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
312,329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
313,330,Tales from the Hood (1995),Action|Crime|Horror
314,331,Tom & Viv (1994),Drama
315,332,Village of the Damned (1995),Horror|Sci-Fi
316,333,Tommy Boy (1995),Comedy
317,334,Vanya on 42nd Street (1994),Drama
318,335,Underneath (1995),Mystery|Thriller
319,337,What's Eating Gilbert Grape (1993),Drama
320,338,Virtuosity (1995),Action|Sci-Fi|Thriller
321,339,While You Were Sleeping (1995),Comedy|Romance
322,340,"War, The (1994)",Adventure|Drama|War
323,341,Double Happiness (1994),Drama
324,342,Muriel's Wedding (1994),Comedy
325,343,"Baby-Sitters Club, The (1995)",Children
326,344,Ace Ventura: Pet Detective (1994),Comedy
327,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
328,346,Backbeat (1993),Drama|Musical
329,347,Bitter Moon (1992),Drama|Film-Noir|Romance
330,348,Bullets Over Broadway (1994),Comedy
331,349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
332,350,"Client, The (1994)",Drama|Mystery|Thriller
333,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance
334,352,Crooklyn (1994),Comedy|Drama
335,353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
336,354,Cobb (1994),Drama
337,355,"Flintstones, The (1994)",Children|Comedy|Fantasy
338,356,Forrest Gump (1994),Comedy|Drama|Romance|War
339,357,Four Weddings and a Funeral (1994),Comedy|Romance
340,358,Higher Learning (1995),Drama
341,359,I Like It Like That (1994),Comedy|Drama|Romance
342,360,I Love Trouble (1994),Action|Comedy
343,361,It Could Happen to You (1994),Comedy|Drama|Romance
344,362,"Jungle Book, The (1994)",Adventure|Children|Romance
345,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
346,364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
347,365,Little Buddha (1993),Drama
348,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
349,367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
350,368,Maverick (1994),Adventure|Comedy|Western
351,369,Mrs. Parker and the Vicious Circle (1994),Drama
352,370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
353,371,"Paper, The (1994)",Comedy|Drama
354,372,Reality Bites (1994),Comedy|Drama|Romance
355,373,Red Rock West (1992),Thriller
356,374,Richie Rich (1994),Children|Comedy
357,375,Safe Passage (1994),Drama
358,376,"River Wild, The (1994)",Action|Thriller
359,377,Speed (1994),Action|Romance|Thriller
360,378,Speechless (1994),Comedy|Romance
361,379,Timecop (1994),Action|Sci-Fi|Thriller
362,380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
363,381,When a Man Loves a Woman (1994),Drama|Romance
364,382,Wolf (1994),Drama|Horror|Romance|Thriller
365,383,Wyatt Earp (1994),Western
366,384,Bad Company (1995),Action|Crime|Drama
367,385,"Man of No Importance, A (1994)",Drama
368,386,S.F.W. (1994),Drama
369,387,"Low Down Dirty Shame, A (1994)",Action|Comedy
370,388,Boys Life (1995),Drama
371,389,"Colonel Chabert, Le (1994)",Drama|Romance|War
372,390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
373,391,Jason's Lyric (1994),Crime|Drama
374,392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation
375,393,Street Fighter (1994),Action|Adventure|Fantasy
376,394,Coldblooded (1995),Comedy
377,397,"Fear, The (1995)",Horror
378,398,Frank and Ollie (1995),Documentary
379,402,Open Season (1996),Comedy
380,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
381,406,Federal Hill (1994),Drama
382,407,In the Mouth of Madness (1995),Horror|Thriller
383,408,8 Seconds (1994),Drama
384,409,Above the Rim (1994),Crime|Drama
385,410,Addams Family Values (1993),Children|Comedy|Fantasy
386,411,Martin Lawrence: You So Crazy (1994),Comedy|Documentary
387,412,"Age of Innocence, The (1993)",Drama
388,413,Airheads (1994),Comedy
389,414,"Air Up There, The (1994)",Comedy
390,415,Another Stakeout (1993),Comedy|Thriller
391,416,Bad Girls (1994),Western
392,417,Barcelona (1994),Comedy|Romance
393,418,Being Human (1993),Drama
394,419,"Beverly Hillbillies, The (1993)",Comedy
395,420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
396,421,Black Beauty (1994),Adventure|Children|Drama
397,422,Blink (1994),Thriller
398,423,Blown Away (1994),Action|Thriller
399,424,Blue Chips (1994),Drama
400,425,Blue Sky (1994),Drama|Romance
401,426,Body Snatchers (1993),Horror|Sci-Fi|Thriller
402,427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
403,428,"Bronx Tale, A (1993)",Drama
404,429,Cabin Boy (1994),Comedy
405,430,Calendar Girl (1993),Comedy|Drama
406,431,Carlito's Way (1993),Crime|Drama
407,432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
408,433,Clean Slate (1994),Comedy
409,434,Cliffhanger (1993),Action|Adventure|Thriller
410,435,Coneheads (1993),Comedy|Sci-Fi
411,436,Color of Night (1994),Drama|Thriller
412,437,Cops and Robbersons (1994),Comedy
413,438,"Cowboy Way, The (1994)",Action|Comedy|Drama
414,439,Dangerous Game (1993),Drama
415,440,Dave (1993),Comedy|Romance
416,441,Dazed and Confused (1993),Comedy
417,442,Demolition Man (1993),Action|Adventure|Sci-Fi
418,443,"Endless Summer 2, The (1994)",Adventure|Documentary
419,444,Even Cowgirls Get the Blues (1993),Comedy|Romance
420,445,Fatal Instinct (1993),Comedy
421,446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
422,447,"Favor, The (1994)",Comedy|Romance
423,448,Fearless (1993),Drama
424,449,Fear of a Black Hat (1994),Comedy
425,450,With Honors (1994),Comedy|Drama
426,451,Flesh and Bone (1993),Drama|Mystery|Romance
427,452,Widows' Peak (1994),Drama
428,453,For Love or Money (1993),Comedy|Romance
429,454,"Firm, The (1993)",Drama|Thriller
430,455,Free Willy (1993),Adventure|Children|Drama
431,456,Fresh (1994),Crime|Drama|Thriller
432,457,"Fugitive, The (1993)",Thriller
433,458,Geronimo: An American Legend (1993),Drama|Western
434,459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
435,460,Getting Even with Dad (1994),Comedy
436,461,Go Fish (1994),Drama|Romance
437,462,"Good Man in Africa, A (1994)",Action|Adventure
438,463,Guilty as Sin (1993),Crime|Drama|Thriller
439,464,Hard Target (1993),Action|Adventure|Crime|Thriller
440,465,Heaven & Earth (1993),Action|Drama|War
441,466,Hot Shots! Part Deux (1993),Action|Comedy|War
442,467,Live Nude Girls (1995),Comedy
443,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
444,469,"House of the Spirits, The (1993)",Drama|Romance
445,470,House Party 3 (1994),Comedy
446,471,"Hudsucker Proxy, The (1994)",Comedy
447,472,I'll Do Anything (1994),Comedy|Drama
448,473,In the Army Now (1994),Comedy|War
449,474,In the Line of Fire (1993),Action|Thriller
450,475,In the Name of the Father (1993),Drama
451,476,"Inkwell, The (1994)",Comedy|Drama
452,477,What's Love Got to Do with It? (1993),Drama|Musical
453,478,Jimmy Hollywood (1994),Comedy|Crime|Drama
454,479,Judgment Night (1993),Action|Crime|Thriller
455,480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
456,481,Kalifornia (1993),Drama|Thriller
457,482,Killing Zoe (1994),Crime|Drama|Thriller
458,483,King of the Hill (1993),Drama
459,484,Lassie (1994),Adventure|Children
460,485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
461,486,Life with Mikey (1993),Comedy
462,487,Lightning Jack (1994),Comedy|Western
463,488,M. Butterfly (1993),Drama|Romance
464,489,Made in America (1993),Comedy
465,490,Malice (1993),Thriller
466,491,"Man Without a Face, The (1993)",Drama
467,492,Manhattan Murder Mystery (1993),Comedy|Mystery
468,493,Menace II Society (1993),Action|Crime|Drama
469,494,Executive Decision (1996),Action|Adventure|Thriller
470,495,In the Realm of the Senses (Ai no corrida) (1976),Drama
471,496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
472,497,Much Ado About Nothing (1993),Comedy|Romance
473,498,Mr. Jones (1993),Drama|Romance
474,499,Mr. Wonderful (1993),Comedy|Romance
475,500,Mrs. Doubtfire (1993),Comedy|Drama
476,501,Naked (1993),Drama
477,502,"Next Karate Kid, The (1994)",Action|Children|Romance
478,503,"New Age, The (1994)",Drama
479,504,No Escape (1994),Action|Drama|Sci-Fi
480,505,North (1994),Comedy
481,506,Orlando (1992),Drama|Fantasy|Romance
482,507,"Perfect World, A (1993)",Crime|Drama|Thriller
483,508,Philadelphia (1993),Drama
484,509,"Piano, The (1993)",Drama|Romance
485,510,Poetic Justice (1993),Drama
486,511,"Program, The (1993)",Action|Drama
487,512,"Puppet Masters, The (1994)",Horror|Sci-Fi
488,513,Radioland Murders (1994),Comedy|Mystery|Romance
489,514,"Ref, The (1994)",Comedy
490,515,"Remains of the Day, The (1993)",Drama|Romance
491,516,Renaissance Man (1994),Comedy|Drama
492,517,Rising Sun (1993),Action|Drama|Mystery
493,518,"Road to Wellville, The (1994)",Comedy
494,519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
495,520,Robin Hood: Men in Tights (1993),Comedy
496,521,Romeo Is Bleeding (1993),Crime|Thriller
497,522,Romper Stomper (1992),Action|Drama
498,523,Ruby in Paradise (1993),Drama
499,524,Rudy (1993),Drama
500,525,"Saint of Fort Washington, The (1993)",Drama
501,526,"Savage Nights (Nuits fauves, Les) (1992)",Drama
502,527,Schindler's List (1993),Drama|War
503,528,"Scout, The (1994)",Comedy|Drama
504,529,Searching for Bobby Fischer (1993),Drama
505,531,"Secret Garden, The (1993)",Children|Drama
506,532,Serial Mom (1994),Comedy|Crime|Horror
507,533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
508,534,Shadowlands (1993),Drama|Romance
509,535,Short Cuts (1993),Drama
510,536,"Simple Twist of Fate, A (1994)",Drama
511,537,Sirens (1994),Drama
512,538,Six Degrees of Separation (1993),Drama
513,539,Sleepless in Seattle (1993),Comedy|Drama|Romance
514,540,Sliver (1993),Thriller
515,541,Blade Runner (1982),Action|Sci-Fi|Thriller
516,542,Son in Law (1993),Comedy|Drama|Romance
517,543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
518,544,Striking Distance (1993),Action|Crime
519,545,Harem (1985),Drama
520,546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
521,547,Surviving the Game (1994),Action|Adventure|Thriller
522,548,Terminal Velocity (1994),Action|Mystery|Thriller
523,549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
524,550,Threesome (1994),Comedy|Romance
525,551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
526,552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
527,553,Tombstone (1993),Action|Drama|Western
528,554,Trial by Jury (1994),Crime|Drama|Thriller
529,555,True Romance (1993),Crime|Thriller
530,556,"War Room, The (1993)",Documentary
531,558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
532,559,"Paris, France (1993)",Comedy
533,561,Killer (Bulletproof Heart) (1994),Drama|Thriller
