Devil in a Blue Dress (1995),151
Die Hard: With a Vengeance (1995),152
"Doom Generation, The (1995)",153
Feast of July (1995),154
First Knight (1995),155
Free Willy 2: The Adventure Home (1995),156
Hackers (1995),157
Jeffrey (1995),158
Johnny Mnemonic (1995),159
Judge Dredd (1995),160
Jury Duty (1995),161
Kids (1995),162
Living in Oblivion (1995),163
Lord of Illusions (1995),164
Love & Human Remains (1993),165
Mad Love (1995),166
Mallrats (1995),167
Mighty Morphin Power Rangers: The Movie (1995),168
Moonlight and Valentino (1995),169
Mute Witness (1994),170
Nadja (1994),171
"Net, The (1995)",172
Nine Months (1995),173
Party Girl (1995),174
"Prophecy, The (1995)",175
Reckless (1995),176
Safe (1995),177
"Scarlet Letter, The (1995)",178
"Show, The (1995)",179
Showgirls (1995),180
Smoke (1995),181
Something to Talk About (1995),182
Species (1995),183
"Stars Fell on Henrietta, The (1995)",184
Strange Days (1995),185
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",186
"Tie That Binds, The (1995)",187
Three Wishes (1995),188
Total Eclipse (1995),189
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",190
Under Siege 2: Dark Territory (1995),191
Unstrung Heroes (1995),192
Unzipped (1995),193
"Walk in the Clouds, A (1995)",194
Waterworld (1995),195
White Man's Burden (1995),196
Wild Bill (1995),197
"Browning Version, The (1994)",198
Bushwhacked (1995),199
Burnt by the Sun (Utomlyonnye solntsem) (1994),200
Before the Rain (Pred dozhdot) (1994),201
Before Sunrise (1995),202
Billy Madison (1995),203
"Babysitter, The (1995)",204
Boys on the Side (1995),205
"Cure, The (1995)",206
Castle Freak (1995),207
Circle of Friends (1995),208
Clerks (1994),209
Don Juan DeMarco (1995),210
Disclosure (1994),211
Drop Zone (1994),212
Destiny Turns on the Radio (1995),213
Death and the Maiden (1994),214
Dolores Claiborne (1995),215
Dumb & Dumber (Dumb and Dumber) (1994),216
Eat Drink Man Woman (Yin shi nan nu) (1994),217
Exotica (1994),218
Exit to Eden (1994),219
Ed Wood (1994),220
French Kiss (1995),221
Forget Paris (1995),222
Far From Home: The Adventures of Yellow Dog (1995),223
"Goofy Movie, A (1995)",224
Hideaway (1995),225
Fluke (1995),226
Farinelli: il castrato (1994),227
Gordy (1995),228
Gumby: The Movie (1995),229
"Glass Shield, The (1994)",230
Hoop Dreams (1994),231
Heavenly Creatures (1994),232
Houseguest (1994),233
Immortal Beloved (1994),234
Heavyweights (Heavy Weights) (1995),235
"Hunted, The (1995)",236
I.Q. (1994),237
Interview with the Vampire: The Vampire Chronicles (1994),238
Jefferson in Paris (1995),239
"Jerky Boys, The (1995)",240
Junior (1994),241
Just Cause (1995),242
"Kid in King Arthur's Court, A (1995)",243
Kiss of Death (1995),244
Star Wars: Episode IV - A New Hope (1977),245
Little Women (1994),246
"Little Princess, A (1995)",247
Ladybird Ladybird (1994),248
"Enfer, L' (1994)",249
Like Water for Chocolate (Como agua para chocolate) (1992),250
Legends of the Fall (1994),251
Major Payne (1995),252
Little Odessa (1994),253
My Crazy Life (Mi vida loca) (1993),254
Love Affair (1994),255
Losing Isaiah (1995),256
"Madness of King George, The (1994)",257
Mary Shelley's Frankenstein (Frankenstein) (1994),258
Man of the House (1995),259
Mixed Nuts (1994),260
Milk Money (1994),261
Miracle on 34th Street (1994),262
Miami Rhapsody (1995),263
My Family (1995),264
Murder in the First (1995),265
Nobody's Fool (1994),266
Nell (1994),267
New Jersey Drive (1995),268
Beyond Bedlam (1993),269
Nemesis 2: Nebula (1995),270
Nina Takes a Lover (1994),271
Natural Born Killers (1994),272
Only You (1994),273
Once Were Warriors (1994),274
Poison Ivy II (1996),275
Outbreak (1995),276
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),277
"Perez Family, The (1995)",278
"Pyromaniac's Love Story, A (1995)",279
Pulp Fiction (1994),280
Panther (1995),281
Pushing Hands (Tui shou) (1992),282
Priest (1994),283
Quiz Show (1994),284
Picture Bride (Bijo photo) (1994),285
"Queen Margot (Reine Margot, La) (1994)",286
"Quick and the Dead, The (1995)",287
Roommates (1995),288
Ready to Wear (Pret-A-Porter) (1994),289
Three Colors: Red (Trois couleurs: Rouge) (1994),290
Three Colors: Blue (Trois couleurs: Bleu) (1993),291
Three Colors: White (Trzy kolory: Bialy) (1994),292
"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",293
Rent-a-Kid (1995),294
Relative Fear (1994),295
Stuart Saves His Family (1995),296
"Swan Princess, The (1994)",297
"Secret of Roan Inish, The (1994)",298
"Specialist, The (1994)",299
Stargate (1994),300
"Santa Clause, The (1994)",301
"Shawshank Redemption, The (1994)",302
Shallow Grave (1994),303
Suture (1993),304
Strawberry and Chocolate (Fresa y chocolate) (1993),305
Swimming with Sharks (1995),306
"Sum of Us, The (1994)",307
National Lampoon's Senior Trip (1995),308
To Live (Huozhe) (1994),309
Tank Girl (1995),310
Tales from the Crypt Presents: Demon Knight (1995),311
Star Trek: Generations (1994),312
Tales from the Hood (1995),313
Tom & Viv (1994),314
Village of the Damned (1995),315
Tommy Boy (1995),316
Vanya on 42nd Street (1994),317
Underneath (1995),318
What's Eating Gilbert Grape (1993),319
Virtuosity (1995),320
While You Were Sleeping (1995),321
"War, The (1994)",322
Double Happiness (1994),323
Muriel's Wedding (1994),324
"Baby-Sitters Club, The (1995)",325
Ace Ventura: Pet Detective (1994),326
"Adventures of Priscilla, Queen of the Desert, The (1994)",327
Backbeat (1993),328
Bitter Moon (1992),329
Bullets Over Broadway (1994),330
Clear and Present Danger (1994),331
"Client, The (1994)",332
"Corrina, Corrina (1994)",333
Crooklyn (1994),334
"Crow, The (1994)",335
Cobb (1994),336
"Flintstones, The (1994)",337
Forrest Gump (1994),338
Four Weddings and a Funeral (1994),339
Higher Learning (1995),340
I Like It Like That (1994),341
I Love Trouble (1994),342
It Could Happen to You (1994),343
"Jungle Book, The (1994)",344
"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",345
"Lion King, The (1994)",346
Little Buddha (1993),347
"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",348
"Mask, The (1994)",349
Maverick (1994),350
Mrs. Parker and the Vicious Circle (1994),351
Naked Gun 33 1/3: The Final Insult (1994),352
"Paper, The (1994)",353
Reality Bites (1994),354
Red Rock West (1992),355
Richie Rich (1994),356
Safe Passage (1994),357
"River Wild, The (1994)",358
Speed (1994),359
Speechless (1994),360
Timecop (1994),361
True Lies (1994),362
When a Man Loves a Woman (1994),363
Wolf (1994),364
Wyatt Earp (1994),365
Bad Company (1995),366
"Man of No Importance, A (1994)",367
S.F.W. (1994),368
"Low Down Dirty Shame, A (1994)",369
Boys Life (1995),370
"Colonel Chabert, Le (1994)",371
Faster Pussycat! Kill! Kill! (1965),372
Jason's Lyric (1994),373
"Secret Adventures of Tom Thumb, The (1993)",374
Street Fighter (1994),375
Coldblooded (1995),376
"Fear, The (1995)",377
Frank and Ollie (1995),378
Open Season (1996),379
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),380
Federal Hill (1994),381
In the Mouth of Madness (1995),382
8 Seconds (1994),383
Above the Rim (1994),384
Addams Family Values (1993),385
Martin Lawrence: You So Crazy (1994),386
"Age of Innocence, The (1993)",387
Airheads (1994),388
"Air Up There, The (1994)",389
Another Stakeout (1993),390
Bad Girls (1994),391
Barcelona (1994),392
Being Human (1993),393
"Beverly Hillbillies, The (1993)",394
Beverly Hills Cop III (1994),395
Black Beauty (1994),396
Blink (1994),397
Blown Away (1994),398
Blue Chips (1994),399
Blue Sky (1994),400
Body Snatchers (1993),401
Boxing Helena (1993),402
"Bronx Tale, A (1993)",403
Cabin Boy (1994),404
Calendar Girl (1993),405
Carlito's Way (1993),406
City Slickers II: The Legend of Curly's Gold (1994),407
Clean Slate (1994),408
Cliffhanger (1993),409
Coneheads (1993),410
Color of Night (1994),411
Cops and Robbersons (1994),412
"Cowboy Way, The (1994)",413
Dangerous Game (1993),414
Dave (1993),415
Dazed and Confused (1993),416
Demolition Man (1993),417
"Endless Summer 2, The (1994)",418
Even Cowgirls Get the Blues (1993),419
Fatal Instinct (1993),420
Farewell My Concubine (Ba wang bie ji) (1993),421
"Favor, The (1994)",422
Fearless (1993),423
Fear of a Black Hat (1994),424
With Honors (1994),425
Flesh and Bone (1993),426
Widows' Peak (1994),427
For Love or Money (1993),428
"Firm, The (1993)",429
Free Willy (1993),430
Fresh (1994),431
"Fugitive, The (1993)",432
Geronimo: An American Legend (1993),433
"Getaway, The (1994)",434
Getting Even with Dad (1994),435
Go Fish (1994),436
"Good Man in Africa, A (1994)",437
Guilty as Sin (1993),438
Hard Target (1993),439
Heaven & Earth (1993),440
Hot Shots! Part Deux (1993),441
Live Nude Girls (1995),442
"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",443
"House of the Spirits, The (1993)",444
House Party 3 (1994),445
"Hudsucker Proxy, The (1994)",446
I'll Do Anything (1994),447
In the Army Now (1994),448
In the Line of Fire (1993),449
In the Name of the Father (1993),450
"Inkwell, The (1994)",451
What's Love Got to Do with It? (1993),452
Jimmy Hollywood (1994),453
Judgment Night (1993),454
Jurassic Park (1993),455
Kalifornia (1993),456
Killing Zoe (1994),457
King of the Hill (1993),458
Lassie (1994),459
Last Action Hero (1993),460
Life with Mikey (1993),461
Lightning Jack (1994),462
M. Butterfly (1993),463
Made in America (1993),464
Malice (1993),465
"Man Without a Face, The (1993)",466
Manhattan Murder Mystery (1993),467
Menace II Society (1993),468
Executive Decision (1996),469
In the Realm of the Senses (Ai no corrida) (1976),470
What Happened Was... (1994),471
Much Ado About Nothing (1993),472
Mr. Jones (1993),473
Mr. Wonderful (1993),474
Mrs. Doubtfire (1993),475
Naked (1993),476
"Next Karate Kid, The (1994)",477
"New Age, The (1994)",478
No Escape (1994),479
North (1994),480
Orlando (1992),481
"Perfect World, A (1993)",482
Philadelphia (1993),483
"Piano, The (1993)",484
Poetic Justice (1993),485
"Program, The (1993)",486
"Puppet Masters, The (1994)",487
Radioland Murders (1994),488
"Ref, The (1994)",489
"Remains of the Day, The (1993)",490
Renaissance Man (1994),491
Rising Sun (1993),492
"Road to Wellville, The (1994)",493
RoboCop 3 (1993),494
Robin Hood: Men in Tights (1993),495
Romeo Is Bleeding (1993),496
Romper Stomper (1992),497
Ruby in Paradise (1993),498
Rudy (1993),499
"Saint of Fort Washington, The (1993)",500
"Savage Nights (Nuits fauves, Les) (1992)",501
Schindler's List (1993),502
"Scout, The (1994)",503
Searching for Bobby Fischer (1993),504
"Secret Garden, The (1993)",505
Serial Mom (1994),506
"Shadow, The (1994)",507
Shadowlands (1993),508
Short Cuts (1993),509
"Simple Twist of Fate, A (1994)",510
Sirens (1994),511
Six Degrees of Separation (1993),512
Sleepless in Seattle (1993),513
Sliver (1993),514
Blade Runner (1982),515
Son in Law (1993),516
So I Married an Axe Murderer (1993),517
Striking Distance (1993),518
Harem (1985),519
Super Mario Bros. (1993),520
Surviving the Game (1994),521
Terminal Velocity (1994),522
Thirty-Two Short Films About Glenn Gould (1993),523
Threesome (1994),524
"Nightmare Before Christmas, The (1993)",525
"Three Musketeers, The (1993)",526
Tombstone (1993),527
Trial by Jury (1994),528
True Romance (1993),529
"War Room, The (1993)",530
"Pagemaster, The (1994)",531
"Paris, France (1993)",532
Killer (Bulletproof Heart) (1994),533
Welcome to the Dollhouse (1995),534
Germinal (1993),535
Chasers (1994),536
Cronos (1993),537
Naked in New York (1994),538
Bhaji on the Beach (1993),539
Little Big League (1994),540
"Slingshot, The (Kådisbellan) (1993)",541
"Wedding Gift, The (1994)",542
"Ciao, Professore! (Io speriamo che me la cavo) (1992)",543
Spanking the Monkey (1994),544
"Little Rascals, The (1994)",545
Andre (1994),546
Princess Caraboo (1994),547
"Celluloid Closet, The (1995)",548
Métisse (Café au Lait) (1993),549
Dear Diary (Caro Diario) (1994),550
"Brady Bunch Movie, The (1995)",551
Home Alone (1990),552
Ghost (1990),553
Aladdin (1992),554
Terminator 2: Judgment Day (1991),555
Dances with Wolves (1990),556
Batman (1989),557
"Silence of the Lambs, The (1991)",558
Snow White and the Seven Dwarfs (1937),559
Beauty and the Beast (1991),560
Pinocchio (1940),561
Pretty Woman (1990),562
Window to Paris (Okno v Parizh) (1994),563
"Wild Bunch, The (1969)",564
Love and a .45 (1994),565
"Wooden Man's Bride, The (Yan shen) (1994)",566
"Great Day in Harlem, A (1994)",567
"Bye Bye, Love (1995)",568
One Fine Day (1996),569
Candyman: Farewell to the Flesh (1995),570
Fargo (1996),571
Homeward Bound II: Lost in San Francisco (1996),572
Heavy Metal (1981),573
Hellraiser: Bloodline (1996),574
"Pallbearer, The (1996)",575
Jane Eyre (1996),576
Loaded (1994),577
Bread and Chocolate (Pane e cioccolata) (1973),578
"Aristocats, The (1970)",579
"Flower of My Secret, The (La flor de mi secreto) (1995)",580
Two Much (1995),581
Ed (1996),582
My Favorite Season (1993),583
Condition Red (Beyond the Law) (1995),584
"Thin Line Between Love and Hate, A (1996)",585
"Last Supper, The (1995)",586
Primal Fear (1996),587
Carried Away (1996),588
All Dogs Go to Heaven 2 (1996),589
Land and Freedom (Tierra y libertad) (1995),590
Denise Calls Up (1995),591
Theodore Rex (1995),592
"Family Thing, A (1996)",593
Sgt. Bilko (1996),594
Jack and Sarah (1995),595
Girl 6 (1996),596
Diabolique (1996),597
"Little Indian, Big City (Un indien dans la ville) (1994)",598
Nelly & Monsieur Arnaud (1995),599
Courage Under Fire (1996),600
Mission: Impossible (1996),601
Cold Fever (Á köldum klaka) (1995),602
Moll Flanders (1996),603
"Superweib, Das (1996)",604
"301, 302 (301/302) (1995)",605
Dragonheart (1996),606
Eddie (1996),607
Billy's Holiday (1995),608
Purple Noon (Plein soleil) (1960),609
August (1996),610
James and the Giant Peach (1996),611
Fear (1996),612
Kids in the Hall: Brain Candy (1996),613
Faithful (1996),614
Underground (1995),615
All Things Fair (Lust och fägring stor) (1995),616
Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),617
Song of the Little Road (Pather Panchali) (1955),618
"World of Apu, The (Apur Sansar) (1959)",619
Mystery Science Theater 3000: The Movie (1996),620
Space Jam (1996),621
Barbarella (1968),622
Some Folks Call It a Sling Blade (1993),623
"Run of the Country, The (1995)",624
"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",625
Coup de torchon (Clean Slate) (1981),626
Tigrero: A Film That Was Never Made (1994),627
It's My Party (1996),628
Country Life (1994),629
Operation Dumbo Drop (1995),630
"Promise, The (Versprechen, Das) (1995)",631
Mrs. Winterbourne (1996),632
Solo (1996),633
"Substitute, The (1996)",634
True Crime (1996),635
Butterfly Kiss (1995),636
Feeling Minnesota (1996),637
Delta of Venus (1995),638
Angus (1995),639
Daens (1992),640
Faces (1968),641
Boys (1996),642
"Quest, The (1996)",643
Cosi (1996),644
Sunset Park (1996),645
Mulholland Falls (1996),646
"Truth About Cats & Dogs, The (1996)",647
Oliver & Company (1988),648
Celtic Pride (1996),649
Flipper (1996),650
Captives (1994),651
Of Love and Shadows (1994),652
Dead Man (1995),653
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",654
Switchblade Sisters (1975),655
Mouth to Mouth (Boca a boca) (1995),656
"Visitors, The (Visiteurs, Les) (1993)",657
Multiplicity (1996),658
Wallace & Gromit: The Best of Aardman Animation (1996),659
"Haunted World of Edward D. Wood Jr., The (1996)",660
"Craft, The (1996)",661
"Great White Hype, The (1996)",662
Last Dance (1996),663
Cold Comfort Farm (1995),664
"Institute Benjamenta, or This Dream People Call Human Life (1995)",665
Heaven's Prisoners (1996),666
Original Gangstas (1996),667
"Rock, The (1996)",668
Getting Away With Murder (1996),669
Cemetery Man (Dellamorte Dellamore) (1994),670
Twister (1996),671
Barb Wire (1996),672
Ghost in the Shell (Kôkaku kidôtai) (1995),673
Thinner (1996),674
Spy Hard (1996),675
Wallace & Gromit: A Close Shave (1995),676
Force of Evil (1948),677
"Stupids, The (1996)",678
"Arrival, The (1996)",679
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),680
Careful (1992),681
"Month by the Lake, A (1995)",682
Gold Diggers: The Secret of Bear Mountain (1995),683
Kim (1950),684
Carmen Miranda: Bananas Is My Business (1994),685
Ashes of Time (Dung che sai duk) (1994),686
Maya Lin: A Strong Clear Vision (1994),687
Stalingrad (1993),688
"Phantom, The (1996)",689
Striptease (1996),690
"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",691
Heavy (1995),692
Jack (1996),693
I Shot Andy Warhol (1996),694
"Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La) (1987)",695
Spirits of the Dead (1968),696
Babyfever (1994),697
Trainspotting (1996),698
'Til There Was You (1997),699
Independence Day (a.k.a. ID4) (1996),700
Stealing Beauty (1996),701
"Fan, The (1996)",702
"Hunchback of Notre Dame, The (1996)",703
"Cable Guy, The (1996)",704
Kingpin (1996),705
Eraser (1996),706
"Gate of Heavenly Peace, The (1995)",707
"Nutty Professor, The (1996)",708
"I, the Worst of All (Yo, la peor de todas) (1990)",709
"Unforgettable Summer, An (Un été inoubliable) (1994)",710
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",711
"Hungarian Fairy Tale, A (Hol volt, hol nem volt) (1987)",712
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),713
Midnight Dancers (Sibak) (1994),714
"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",715
Daylight (1996),716
"Frighteners, The (1996)",717
Lone Star (1996),718
Harriet the Spy (1996),719
Phenomenon (1996),720
Walking and Talking (1996),721
She's the One (1996),722
"Time to Kill, A (1996)",723
American Buffalo (1996),724
"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",725
Alaska (1996),726
Fled (1996),727
Kazaam (1996),728
Larger Than Life (1996),729
Two Deaths (1995),730
"Very Brady Sequel, A (1996)",731
Stefano Quantestorie (1993),732
"Death in the Garden (Mort en ce jardin, La) (1956)",733
"Crude Oasis, The (1995)",734
"Collector, The (La collectionneuse) (1967)",735
Kaspar Hauser (1993),736
"Convent, The (O Convento) (1995)",737
"Adventures of Pinocchio, The (1996)",738
Joe's Apartment (1996),739
"First Wives Club, The (1996)",740
Stonewall (1995),741
Ransom (1996),742
High School High (1996),743
Phat Beach (1996),744
Foxfire (1996),745
Chain Reaction (1996),746
Matilda (1996),747
Emma (1996),748
"Crow: City of Angels, The (1996)",749
House Arrest (1996),750
"Eyes Without a Face (Yeux sans visage, Les) (1959)",751
Tales from the Crypt Presents: Bordello of Blood (1996),752
Lotto Land (1995),753
"Story of Xinghua, The (Xinghua san yue tian) (1994)",754
"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",755
Flirt (1995),756
"Big Squeeze, The (1996)",757
"Spitfire Grill, The (1996)",758
Escape from L.A. (1996),759
Cyclo (Xich lo) (1995),760
Basquiat (1996),761
Tin Cup (1996),762
Dingo (1991),763
"Ballad of Narayama, The (Narayama Bushiko) (1958)",764
Mille bolle blu (1993),765
"Godfather, The (1972)",766
"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",767
Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),768
Manny & Lo (1996),769
"Wife, The (1995)",770
Small Faces (1996),771
Bound (1996),772
Carpool (1996),773
Death in Brunswick (1991),774
Kansas City (1996),775
Gone Fishin' (1997),776
Lover's Knot (1996),777
Vive L'Amour (Ai qing wan sui) (1994),778
Killer: A Journal of Murder (1995),779
Nothing to Lose (1994),780
Supercop 2 (Project S) (Chao ji ji hua) (1993),781
Girls Town (1996),782
"Relic, The (1997)",783
"Island of Dr. Moreau, The (1996)",784
First Kid (1996),785
"Trigger Effect, The (1996)",786
Sweet Nothing (1996),787
Bogus (1996),788
Bulletproof (1996),789
Land Before Time III: The Time of the Great Giving (1995),790
1-900 (06) (1994),791
Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),792
Twelfth Night (1996),793
Mother Night (1996),794
Venice/Venice (1992),795
Wild Reeds (Les roseaux sauvages) (1994),796
For Whom the Bell Tolls (1943),797
"Philadelphia Story, The (1940)",798
Singin' in the Rain (1952),799
"American in Paris, An (1951)",800
Funny Face (1957),801
Breakfast at Tiffany's (1961),802
Vertigo (1958),803
Rear Window (1954),804
It Happened One Night (1934),805
Gaslight (1944),806
"Gay Divorcee, The (1934)",807
North by Northwest (1959),808
"Apartment, The (1960)",809
Some Like It Hot (1959),810
Charade (1963),811
Casablanca (1942),812
"Maltese Falcon, The (1941)",813
My Fair Lady (1964),814
Sabrina (1954),815
Roman Holiday (1953),816
"Little Princess, The (1939)",817
Meet Me in St. Louis (1944),818
"Wizard of Oz, The (1939)",819
Gone with the Wind (1939),820
My Favorite Year (1982),821
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),822
Citizen Kane (1941),823
2001: A Space Odyssey (1968),824
Golden Earrings (1947),825
All About Eve (1950),826
"Women, The (1939)",827
Rebecca (1940),828
Foreign Correspondent (1940),829
Notorious (1946),830
Spellbound (1945),831
"Affair to Remember, An (1957)",832
To Catch a Thief (1955),833
Father of the Bride (1950),834
"Band Wagon, The (1953)",835
Ninotchka (1939),836
Love in the Afternoon (1957),837
Gigi (1958),838
"Reluctant Debutante, The (1958)",839
"Adventures of Robin Hood, The (1938)",840
"Mark of Zorro, The (1940)",841
Laura (1944),842
"Ghost and Mrs. Muir, The (1947)",843
Lost Horizon (1937),844
Top Hat (1935),845
To Be or Not to Be (1942),846
My Man Godfrey (1936),847
Giant (1956),848
East of Eden (1955),849
"Thin Man, The (1934)",850
His Girl Friday (1940),851
Around the World in 80 Days (1956),852
It's a Wonderful Life (1946),853
Mr. Smith Goes to Washington (1939),854
Bringing Up Baby (1938),855
Penny Serenade (1941),856
"Scarlet Letter, The (1926)",857
Lady of Burlesque (1943),858
Of Human Bondage (1934),859
Angel on My Shoulder (1946),860
Little Lord Fauntleroy (1936),861
They Made Me a Criminal (I Became a Criminal) (They Made Me a Fugitive) (1939),862
"Inspector General, The (1949)",863
Angel and the Badman (1947),864
"39 Steps, The (1935)",865
"Walk in the Sun, A (1945)",866
"Outlaw, The (1943)",867
Night of the Living Dead (1968),868
"African Queen, The (1951)",869
Beat the Devil (1953),870
Cat on a Hot Tin Roof (1958),871
"Last Time I Saw Paris, The (1954)",872
Meet John Doe (1941),873
Algiers (1938),874
"Farewell to Arms, A (1932)",875
"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie) (1985)",876
Dangerous Ground (1997),877
Picnic (1955),878
"Pompatus of Love, The (1996)",879
Small Wonders (1995),880
Fly Away Home (1996),881
Bliss (1997),882
Grace of My Heart (1996),883
Brother of Sleep (Schlafes Bruder) (1995),884
Maximum Risk (1996),885
Michael Collins (1996),886
"Rich Man's Wife, The (1996)",887
Infinity (1996),888
Big Night (1996),889
Last Man Standing (1996),890
Caught (1996),891
Set It Off (1996),892
2 Days in the Valley (1996),893
Curdled (1996),894
Ed's Next Move (1996),895
Extreme Measures (1996),896
"Glimmer Man, The (1996)",897
D3: The Mighty Ducks (1996),898
"Chamber, The (1996)",899
"Apple Dumpling Gang, The (1975)",900
